HOSTNAME,OSS_ID,device,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,avserv,blks/s,avwait,busy,r+w/s,avque
HOSTNAME,OSS_ID,DISK_ID,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,DISK_AVG_SERV,DISK_BLKS,DISK_AVG_WAIT,DISK_BUSY,DISK_RWS,DISK_AVG_QUEUE
eniqs,eniq_oss_1,sda,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0.14000000,163.00000000,1.03000000,0.15000000,10.64000000,0.01000000
eniqs,eniq_oss_1,sdb,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,3.34000000,110.00000000,3.85000000,0.07000000,0.22000000,0E-8
eniqs,eniq_oss_1,sdc,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,1.36000000,4441.00000000,1.36000000,1.57000000,11.54000000,0.02000000
eniqs,eniq_oss_1,sde,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,2.24000000,2910.00000000,2.67000000,1.13000000,5.06000000,0.01000000
eniqs,eniq_oss_1,sdf,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,sdg,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,sdh,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0.48000000,396.00000000,0.53000000,1.55000000,32.68000000,0.02000000
eniqs,eniq_oss_1,sdi,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,sdd,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,2.18000000,2903.00000000,2.73000000,1.09000000,5.00000000,0.01000000
eniqs,eniq_oss_1,vg_root-lv_root,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0.09000000,163.00000000,1.11000000,0.15000000,15.87000000,0.02000000
eniqs,eniq_oss_1,vg_root-lv_swap,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-rep_main,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0.46000000,76.00000000,0.50000000,0.42000000,9.11000000,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-rep_temp,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0.10000000,3.00000000,0.16000000,0E-8,0.27000000,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-dwh_main,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0.48000000,294.00000000,0.55000000,1.10000000,22.96000000,0.01000000
eniqs,eniq_oss_1,eniq_stats_pool-dwh_reader,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,eniq_stats_pool-dwh_main_dbspace,2022-09-17,2022,9,17,1,2022-09-17 01:45:00.0,45,15MIN,7,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 00:45:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
