HOSTNAME,OSS_ID,device,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,avserv,blks/s,avwait,busy,r+w/s,avque
HOSTNAME,OSS_ID,DISK_ID,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,DISK_AVG_SERV,DISK_BLKS,DISK_AVG_WAIT,DISK_BUSY,DISK_RWS,DISK_AVG_QUEUE
eniqs,eniq_oss_1,sda,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,0.14000000,162.00000000,1.03000000,0.15000000,10.59000000,0.01000000
eniqs,eniq_oss_1,sdb,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,3.04000000,107.00000000,3.58000000,0.07000000,0.22000000,0E-8
eniqs,eniq_oss_1,sdc,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,1.33000000,4392.00000000,1.33000000,1.52000000,11.42000000,0.02000000
eniqs,eniq_oss_1,sde,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,2.20000000,2917.00000000,2.59000000,1.12000000,5.07000000,0.01000000
eniqs,eniq_oss_1,sdf,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,sdg,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,sdh,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,0.47000000,370.00000000,0.52000000,1.48000000,31.62000000,0.02000000
eniqs,eniq_oss_1,sdi,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,sdd,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,2.18000000,2910.00000000,2.66000000,1.09000000,5.00000000,0.01000000
eniqs,eniq_oss_1,vg_root-lv_root,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,0.09000000,162.00000000,1.12000000,0.15000000,15.78000000,0.02000000
eniqs,eniq_oss_1,vg_root-lv_swap,2022-09-18,2022,9,18,2,2022-09-18 02:00:00.0,0,15MIN,13,43,15,LOADED,,eniq_oss_1,+0100,0,2022-09-18 01:00:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
