HOSTNAME,OSS_ID,PROCESS,PID,TIME,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,NLWP,CPU,SIZE,OFILES,RSS
HOSTNAME,OSS_ID,PROCESS_NAME,PROCESS_ID,PROCESS_TIME,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,NLWP,CPU_USAGE,MEMORY_USED,FILE_DESCRIPTORS,RSS
eniqs,eniq_oss_1,/usr/lib/systemd/systemd,1,00:03:32,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0.30000000,190.00000000,67,7.00000000
eniqs,eniq_oss_1,[kthreadd],2,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kworker/0:0H],4,00:00:02,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[ksoftirqd/0],6,00:00:01,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[migration/0],7,00:00:06,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[rcu_bh],8,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[rcu_sched],9,00:00:26,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[lru-add-drain],10,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[watchdog/0],11,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[watchdog/1],12,00:00:01,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[migration/1],13,00:00:06,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[ksoftirqd/1],14,00:00:01,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kworker/1:0H],16,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[watchdog/2],17,00:00:02,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[migration/2],18,00:00:05,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[ksoftirqd/2],19,00:00:01,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kworker/2:0H],21,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[watchdog/3],22,00:00:01,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[migration/3],23,00:00:04,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[ksoftirqd/3],24,00:00:01,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kworker/3:0H],26,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[watchdog/4],27,00:00:06,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[migration/4],28,00:00:08,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[ksoftirqd/4],29,00:00:01,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kworker/4:0H],31,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[watchdog/5],32,00:00:02,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[migration/5],33,00:00:06,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[ksoftirqd/5],34,00:00:01,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kworker/5:0H],36,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kdevtmpfs],38,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[netns],39,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[khungtaskd],40,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[writeback],41,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kintegrityd],42,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[bioset],43,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[bioset],44,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[bioset],45,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kblockd],46,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[md],47,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[edac-poller],48,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[watchdogd],49,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kswapd0],55,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[ksmd],56,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[khugepaged],57,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[crypto],58,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kthrotld],66,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kmpath_rdacd],68,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kaluad],69,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kpsmoused],71,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[ipv6_addrconf],73,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[deferwq],86,00:00:00,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kauditd],123,00:00:02,2022-09-19,2022,9,19,1,2022-09-19 01:45:00.0,45,15MIN,14,40,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:45:00.0,1,0E-8,0E-8,0,0E-8
