HOSTNAME,OSS_ID,device,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,avserv,blks/s,avwait,busy,r+w/s,avque
HOSTNAME,OSS_ID,DISK_ID,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,DISK_AVG_SERV,DISK_BLKS,DISK_AVG_WAIT,DISK_BUSY,DISK_RWS,DISK_AVG_QUEUE
eniqs,eniq_oss_1,sda,2022-09-19,2022,9,19,1,2022-09-19 01:30:00.0,30,15MIN,14,29,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:30:00.0,0.14000000,163.00000000,1.03000000,0.15000000,10.60000000,0.01000000
eniqs,eniq_oss_1,sdb,2022-09-19,2022,9,19,1,2022-09-19 01:30:00.0,30,15MIN,14,29,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:30:00.0,3.35000000,122.00000000,3.86000000,0.08000000,0.24000000,0E-8
eniqs,eniq_oss_1,sdc,2022-09-19,2022,9,19,1,2022-09-19 01:30:00.0,30,15MIN,14,29,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:30:00.0,1.37000000,4501.00000000,1.37000000,1.60000000,11.70000000,0.02000000
eniqs,eniq_oss_1,sde,2022-09-19,2022,9,19,1,2022-09-19 01:30:00.0,30,15MIN,14,29,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:30:00.0,2.21000000,2952.00000000,2.65000000,1.13000000,5.13000000,0.01000000
eniqs,eniq_oss_1,sdf,2022-09-19,2022,9,19,1,2022-09-19 01:30:00.0,30,15MIN,14,29,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:30:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,sdg,2022-09-19,2022,9,19,1,2022-09-19 01:30:00.0,30,15MIN,14,29,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:30:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,sdh,2022-09-19,2022,9,19,1,2022-09-19 01:30:00.0,30,15MIN,14,29,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:30:00.0,0.48000000,411.00000000,0.54000000,1.59000000,33.08000000,0.02000000
eniqs,eniq_oss_1,sdi,2022-09-19,2022,9,19,1,2022-09-19 01:30:00.0,30,15MIN,14,29,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:30:00.0,0E-8,0E-8,0E-8,0E-8,0E-8,0E-8
eniqs,eniq_oss_1,sdd,2022-09-19,2022,9,19,1,2022-09-19 01:30:00.0,30,15MIN,14,29,15,LOADED,,eniq_oss_1,+0100,0,2022-09-19 00:30:00.0,2.18000000,2947.00000000,2.74000000,1.11000000,5.07000000,0.01000000
