HOSTNAME,OSS_ID,PROCESS,PID,TIME,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,NLWP,CPU,SIZE,OFILES,RSS
HOSTNAME,OSS_ID,PROCESS_NAME,PROCESS_ID,PROCESS_TIME,DATE_ID,YEAR_ID,MONTH_ID,DAY_ID,HOUR_ID,DATETIME_ID,MIN_ID,TIMELEVEL,SESSION_ID,BATCH_ID,PERIOD_DURATION,ROWSTATUS,DC_RELEASE,DC_SOURCE,DC_TIMEZONE,DC_SUSPECTFLAG,UTC_DATETIME_ID,NLWP,CPU_USAGE,MEMORY_USED,FILE_DESCRIPTORS,RSS
eniqs,eniq_oss_1,/usr/lib/systemd/systemd,1,00:03:17,2022-09-18,2022,9,18,0,2022-09-18 00:30:00.0,30,15MIN,13,5,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:30:00.0,1,0.30000000,190.00000000,67,7.00000000
eniqs,eniq_oss_1,[kthreadd],2,00:00:00,2022-09-18,2022,9,18,0,2022-09-18 00:30:00.0,30,15MIN,13,5,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:30:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[kworker/0:0H],4,00:00:02,2022-09-18,2022,9,18,0,2022-09-18 00:30:00.0,30,15MIN,13,5,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:30:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[ksoftirqd/0],6,00:00:01,2022-09-18,2022,9,18,0,2022-09-18 00:30:00.0,30,15MIN,13,5,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:30:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[migration/0],7,00:00:06,2022-09-18,2022,9,18,0,2022-09-18 00:30:00.0,30,15MIN,13,5,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:30:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[rcu_bh],8,00:00:00,2022-09-18,2022,9,18,0,2022-09-18 00:30:00.0,30,15MIN,13,5,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:30:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[rcu_sched],9,00:00:25,2022-09-18,2022,9,18,0,2022-09-18 00:30:00.0,30,15MIN,13,5,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:30:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[lru-add-drain],10,00:00:00,2022-09-18,2022,9,18,0,2022-09-18 00:30:00.0,30,15MIN,13,5,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:30:00.0,1,0E-8,0E-8,0,0E-8
eniqs,eniq_oss_1,[watchdog/0],11,00:00:00,2022-09-18,2022,9,18,0,2022-09-18 00:30:00.0,30,15MIN,13,5,15,LOADED,,eniq_oss_1,+0100,0,2022-09-17 23:30:00.0,1,0E-8,0E-8,0,0E-8
